News Source,Average Predicted Satire Value,Percent Predicted Real,Percent Predicted Fake
Clickhole,0.995783643424511,0.0,100.0
The_Onion,0.9504066635640718,6.122448979591836,93.87755102040816
AP_News,0.21049224155760146,80.43478260869566,19.565217391304344
